ID	freq	lemma	PoS
12181	60	açoriano	j
12191	60	candelabro	n
12201	60	incontestável	j
12211	60	bocas	n
12221	60	flecha	n
12231	60	cobiçar	v
12241	60	classicismo	n
12251	60	cortejar	v
12261	60	escarpa	n
12271	60	notificado	j
12281	59	pilhéria	n
12291	59	resplandecente	j
12301	59	cabresto	n
12311	59	histologia	n
12321	59	fricção	n
12331	59	boticário	n
12341	59	indisciplina	n
12351	59	médium	n
12361	59	moderar	v
12371	59	gávea	n
12381	59	irreparável	j
12391	58	factoring	n
12401	58	diferendo	n
12411	58	regato	n
12421	58	gago	j
12431	58	metamórfico	j
12441	58	clorofila	n
12451	58	promiscuidade	n
12461	58	inteligível	j
12471	58	inadmissível	j
12481	58	assistencial	j
12491	58	prendar	v
12501	58	vagaroso	n
12511	58	ge	n
12521	57	descomunal	j
12531	57	cê	n
12541	57	crocodilo	n
12551	57	eutanásia	n
12561	57	voltagem	n
12571	57	tocado	j
12581	57	rebaixar	v
12591	57	dardo	n
12601	57	neoliberalismo	n
12611	57	misteriosamente	r
12621	57	aguiar	v
12631	57	ganância	n
12641	57	sulfúrico	j
12651	57	estafeta	n
12661	56	balístico	j
12671	56	piquete	n
12681	56	fava	n
12691	56	planetário	n
12701	56	gelatinoso	j
12711	56	vetado	j
12721	56	armazenagem	n
12731	56	maiores	j
12741	56	geógrafo	n
12751	56	lamentação	n
12761	56	sintetizador	n
12771	56	colérico	j
12781	56	etnográfico	j
12791	55	isqueiro	n
12801	55	choco	n
12811	55	palavras-chave	n
12821	55	conivência	n
12831	55	descuidado	j
12841	55	consolidado	j
12851	55	feitura	n
12861	55	assimilação	n
12871	55	vereadora	n
12881	55	intentar	v
12891	55	cale	n
12901	55	fruir	v
12911	55	esbater	v
12921	54	círio	n
12931	54	abeirar	v
12941	54	enganoso	j
12951	54	leigo	j
12961	54	cepo	n
12971	54	homossexualidade	n
12981	54	parceira	n
12991	54	capinzal	n
13001	54	cândido	j
13011	54	hipnose	n
13021	54	sedimentar	v
13031	54	apetência	n
13041	54	subscrito	j
13051	54	roseta	n
13061	54	dália	n
13071	53	fluente	j
13081	53	viscosidade	n
13091	53	nortenho	j
13101	53	legalizado	j
13111	53	outorga	n
13121	53	resenha	n
13131	53	desacreditar	v
13141	53	enrolado	j
13151	53	tremenda	n
13161	53	zairense	j
13171	53	telegráfico	j
13181	53	capuz	n
13191	53	esticado	j
13201	53	hipertensão	n
13211	52	detectado	j
13221	52	reedição	n
13231	52	decência	n
13241	52	informatização	n
13251	52	atraiçoar	v
13261	52	desencontro	n
13271	52	mirim	n
13281	52	instar	v
13291	52	ficcional	j
13301	52	holanda	n
13311	52	fixamente	r
13321	52	playoff	n
13331	52	robe	n
13341	52	escavado	j
13351	51	vassalo	n
13361	51	cilindrada	n
13371	51	telemóvei	n
13381	51	notabilizar	v
13391	51	burla	n
13401	51	arrendar	v
13411	51	comenda	n
13421	51	polarização	n
13431	51	sabotagem	n
13441	51	pacificamente	r
13451	51	estratificação	n
13461	51	amendoeira	n
13471	51	trapalhada	n
13481	51	domiciliar	v
13491	51	causado	j
13501	50	maresia	n
13511	50	tapera	n
13521	50	gaiato	n
13531	50	tabique	n
13541	50	anormalidade	n
13551	50	cerne	n
13561	50	psicóloga	n
13571	50	recomendável	j
13581	50	adornar	v
13591	50	desfalecer	v
13601	50	disponibilizado	j
13611	50	incoerência	n
13621	50	desembaraçado	j
13631	50	absorvente	n
13641	50	caçado	n
13651	50	placenta	n
13661	49	embevecido	j
13671	49	co-autor	n
13681	49	lonjura	n
13691	49	tatu	n
13701	49	taipa	n
13711	49	golpear	v
13721	49	imputar	v
13731	49	preconizado	j
13741	49	zeloso	j
13751	49	entorpecente	n
13761	49	extrapolar	v
13771	49	mouse	n
13781	49	cólico	n
13791	49	actualizado	j
13801	49	feudalismo	n
13811	49	moralmente	r
13821	48	frondoso	j
13831	48	falatório	n
13841	48	rosca	n
13851	48	comprometedor	j
13861	48	trigrama	n
13871	48	gume	n
13881	48	reincidência	n
13891	48	detestável	j
13901	48	escória	n
13911	48	coulomb	n
13921	48	quadrado	j
13931	48	torrado	n
13941	48	consonância	n
13951	48	encarcerado	j
13961	48	mormaço	n
13971	48	cambrar	v
13981	48	cinemateca	n
13991	48	sobreira	n
14001	47	sócia	n
14011	47	agitador	n
14021	47	pêsames	n
14031	47	interiormente	r
14041	47	polonês	j
14051	47	despeitado	j
14061	47	clarividência	n
14071	47	suburbano	n
14081	47	roll	n
14091	47	manipulado	j
14101	47	alcalóide	n
14111	47	disciplinar	j
14121	47	enferrujado	j
14131	47	alcançado	j
14141	47	bicudo	j
14151	47	ilharga	n
14161	47	amuado	j
14171	46	lápide	n
14181	46	prenunciar	v
14191	46	bonita	n
14201	46	emissor	n
14211	46	quantificação	n
14221	46	depositante	n
14231	46	coagulação	n
14241	46	giratório	j
14251	46	irreconhecível	j
14261	46	díspar	j
14271	46	descartado	j
14281	46	grevista	j
14291	46	carão	n
14301	46	florença	n
14311	46	tradicionalista	j
14321	46	estreitamento	n
14331	46	baforada	n
14341	46	charnequenho	j
14351	46	expedido	j
14361	45	giesta	n
14371	45	girassol	n
14381	45	atípico	j
14391	45	logotipo	n
14401	45	moradora	n
14411	45	metalurgia	n
14421	45	aveludado	j
14431	45	latido	n
14441	45	desabrido	j
14451	45	gélido	j
14461	45	habeas-corpus	n
14471	45	despedido	j
14481	45	cássia	n
14491	45	confessor	n
14501	45	arquivado	j
14511	45	dizimado	j
14521	45	intendência	n
14531	45	varado	n
14541	45	flagrar	v
14551	44	evadir	v
14561	44	inteira	n
14571	44	fantasiar	v
14581	44	thriller	n
14591	44	mongol	n
14601	44	bocadinho	n
14611	44	intromissão	n
14621	44	renovado	j
14631	44	trindade	n
14641	44	simplista	j
14651	44	bacelar	v
14661	44	visionário	n
14671	44	braga	n
14681	44	quimicamente	r
14691	44	guichê	n
14701	44	universalidade	n
14711	44	ouvidoria	n
14721	44	neonatal	j
14731	44	enfiado	j
14741	43	neutralização	n
14751	43	esclarecedor	j
14761	43	lobrigar	v
14771	43	cambaio	j
14781	43	repuxar	v
14791	43	mal-entendido	n
14801	43	cartográfico	j
14811	43	magreza	n
14821	43	promontório	n
14831	43	ceifeiro	n
14841	43	sacado	n
14851	43	capacho	n
14861	43	saqueado	j
14871	43	pimentão	n
14881	43	capucho	n
14891	43	adeus	n
14901	43	filantrópico	j
14911	42	ampliado	j
14921	42	ensejar	v
14931	42	revolvido	j
14941	42	ortodoxia	n
14951	42	mutilação	n
14961	42	vip	j
14971	42	apical	j
14981	42	bronca	n
14991	42	víbora	n
15001	42	dominicano	n
15011	42	cidadezinha	n
15021	42	desflorestação	n
15031	42	despertado	j
15041	42	trapézio	n
15051	42	contabilizado	j
15061	42	unção	n
15071	42	saiote	n
15081	42	desinteressado	n
15091	42	marginalização	n
15101	41	haxixe	n
15111	41	galês	j
15121	41	escarrar	v
15131	41	doravante	r
15141	41	ziguezague	n
15151	41	madama	n
15161	41	destituir	v
15171	41	engenhoso	n
15181	41	andino	j
15191	41	retrovisor	n
15201	41	piora	n
15211	41	interditado	j
15221	41	crepuscular	j
15231	41	ontologia	n
15241	41	transposto	j
15251	41	planilha	n
15261	41	atordoar	v
15271	41	inaugurado	j
15281	41	excêntrico	n
15291	41	possessivo	j
15301	41	entusiástico	j
15311	41	vacinado	j
15321	40	ex-comunista	j
15331	40	tecnocrata	j
15341	40	coletar	v
15351	40	revelador	n
15361	40	interligação	n
15371	40	doloso	j
15381	40	concubina	n
15391	40	must	n
15401	40	agudo	n
15411	40	orfanato	n
15421	40	impulsivo	j
15431	40	flúor	n
15441	40	assanhado	j
15451	40	ritmado	j
15461	40	atrelado	j
15471	40	republicar	v
15481	40	robustez	n
15491	40	acelerado	n
15501	40	popularizado	j
15511	40	existencialismo	n
15521	40	invencibilidade	n
15531	40	barata	n
15541	40	sub-região	n
15551	39	condutora	n
15561	39	chiado	n
15571	39	manager	n
15581	39	descompostura	n
15591	39	analgésico	n
15601	39	cancelado	j
15611	39	persiana	n
15621	39	prematuro	n
15631	39	tirsense	n
15641	39	comedido	j
15651	39	calão	n
15661	39	vitela	n
15671	39	endócrino	j
15681	39	ileso	j
15691	39	presteza	n
15701	39	cardiovascular	j
15711	39	assinalável	j
15721	39	imersão	n
15731	39	recostado	j
15741	39	despoluição	n
15751	38	abarrotado	j
15761	38	sovaco	n
15771	38	rebelado	j
15781	38	exploratório	j
15791	38	coima	n
15801	38	entrado	j
15811	38	decorador	n
15821	38	perfumar	v
15831	38	coruja	n
15841	38	pre	p
15851	38	reavaliar	v
15861	38	bip	n
15871	38	assimilado	j
15881	38	regatear	v
15891	38	escoltado	j
15901	38	degredado	n
15911	38	invasora	n
15921	38	assediar	v
15931	38	barbicha	n
15941	38	entrelaçado	n
15951	38	evasivo	j
15961	38	golear	v
15971	38	gangue	n
15981	38	realojamento	n
15991	38	heavy	j
16001	38	serial	j
16011	37	ciranda	n
16021	37	passante	n
16031	37	atalaia	n
16041	37	cruzado	j
16051	37	aeroplano	n
16061	37	fatigar	v
16071	37	adentrar	v
16081	37	jota	n
16091	37	enfadado	j
16101	37	boliviano	j
16111	37	sangria	n
16121	37	prótese	n
16131	37	pum	i
16141	37	exotismo	n
16151	37	rebuscado	j
16161	37	cobrado	j
16171	37	caixilho	n
16181	37	insinuante	j
16191	37	faneco	n
16201	37	canalizado	j
16211	37	aluvião	n
16221	37	canino	n
16231	37	carestia	n
16241	36	elixir	n
16251	36	castanhola	n
16261	36	zoom	n
16271	36	galocha	n
16281	36	ditongo	n
16291	36	intimista	j
16301	36	pilhagem	n
16311	36	arroxeado	j
16321	36	pequenez	n
16331	36	meiose	n
16341	36	incriminar	v
16351	36	hecatombe	n
16361	36	garça	n
16371	36	requerente	n
16381	36	zorro	n
16391	36	alcatifa	n
16401	36	fandango	n
16411	36	esteróides	j
16421	36	adjudicar	v
16431	36	visualizado	j
16441	36	estatelar	v
16451	36	rés	n
16461	36	know-how	n
16471	36	alazão	n
16481	36	dianteiro	j
16491	36	pedante	n
16501	35	cartaginês	n
16511	35	emiliano	j
16521	35	football	n
16531	35	medicação	n
16541	35	capuchinho	n
16551	35	imparcialidade	n
16561	35	ensaiado	j
16571	35	incrustado	j
16581	35	azedar	v
16591	35	desalinho	n
16601	35	solteirona	n
16611	35	neurologista	n
16621	35	refinar	v
16631	35	trouxa	n
16641	35	conversível	j
16651	35	acuidade	n
16661	35	marasmo	n
16671	35	jurássico	j
16681	35	corta-mato	n
16691	35	mago	j
16701	35	lesto	j
16711	35	debilitar	v
16721	35	aerodinâmica	n
16731	35	zunzum	n
16741	35	designada	n
16751	34	acanhamento	n
16761	34	acidentado	j
16771	34	aniquilamento	n
16781	34	crueza	n
16791	34	estadão	n
16801	34	trocista	j
16811	34	altifalante	n
16821	34	exigível	j
16831	34	cutícula	n
16841	34	institucionalizar	v
16851	34	living	n
16861	34	visualmente	r
16871	34	exigido	j
16881	34	patinar	v
16891	34	deslocado	j
16901	34	despachado	j
16911	34	sírio	n
16921	34	canja	n
16931	34	víveres	n
16941	34	etiológico	j
16951	34	mesmo	n
16961	34	balancear	v
16971	34	traqueia	n
16981	33	hemodiálise	n
16991	33	mugido	n
17001	33	graduado	n
17011	33	caiar	v
17021	33	ilíada	n
17031	33	pitar	v
17041	33	modernamente	r
17051	33	utilitário	j
17061	33	contextual	j
17071	33	bugiganga	n
17081	33	homologação	n
17091	33	entrelaçado	j
17101	33	inq3	#
17111	33	ruandês	j
17121	33	avantajado	j
17131	33	pecaminoso	j
17141	33	minguar	v
17151	33	ferrenho	j
17161	33	clicar	v
17171	33	vareta	n
17181	33	alarde	n
17191	33	insensibilidade	n
17201	33	ideologicamente	r
17211	33	esgazeado	j
17221	33	cuba	n
17231	33	lixar	v
17241	33	pastorinho	n
17251	33	pradaria	n
17261	33	exibicionismo	n
17271	32	folhar	n
17281	32	locadora	n
17291	32	gutural	j
17301	32	macacão	n
17311	32	dólman	n
17321	32	varejar	v
17331	32	fortalecido	j
17341	32	perspectivar	v
17351	32	alameda	n
17361	32	amuo	n
17371	32	fisiologista	n
17381	32	cantar	n
17391	32	matiné	n
17401	32	despenteado	j
17411	32	interiorização	n
17421	32	gesta	n
17431	32	vaporoso	j
17441	32	azinho	n
17451	32	aditamento	n
17461	32	incalculável	j
17471	32	revidar	v
17481	32	rotatividade	n
17491	32	poluidor	j
17501	32	aduzir	v
17511	32	prestigioso	j
17521	32	conflituoso	j
17531	31	jangada	n
17541	31	construída	n
17551	31	subjugado	j
17561	31	desquite	n
17571	31	conciso	j
17581	31	condizente	j
17591	31	térreo	j
17601	31	eito	n
17611	31	desgastado	j
17621	31	transar	v
17631	31	transplantar	v
17641	31	nabal	n
17651	31	mesa-redonda	n
17661	31	estupefaciente	n
17671	31	tagarelar	v
17681	31	junquilho	n
17691	31	convidativo	j
17701	31	mauro	n
17711	31	eficientemente	r
17721	31	docência	n
17731	31	anárquico	j
17741	31	atolar	v
17751	31	recordado	j
17761	31	escutado	j
17771	31	palmilhar	v
17781	31	espatifar	v
17791	31	semita	n
17801	30	lacónico	j
17811	30	anil	n
17821	30	osmose	n
17831	30	ditado	j
17841	30	parecença	n
17851	30	mecanizado	j
17861	30	justaposição	n
17871	30	lamacento	j
17881	30	pentagonal	j
17891	30	queniano	n
17901	30	puritano	j
17911	30	recusado	j
17921	30	imperialista	j
17931	30	económico-social	j
17941	30	enlaçado	j
17951	30	gelatina	n
17961	30	tirânico	j
17971	30	enojado	j
17981	30	recém-formado	n
17991	30	timbrado	j
18001	30	tabacaria	n
18011	30	empertigado	j
18021	30	desfolhar	v
18031	30	penalização	n
18041	30	pereira	n
18051	30	farfalhar	v
18061	30	taverna	n
18071	30	cruelmente	r
18081	30	intelectualidade	n
18091	29	pequeno-almoço	n
18101	29	chata	n
18111	29	chafurdo	n
18121	29	alforjar	v
18131	29	perecível	j
18141	29	desfalecimento	n
18151	29	goteira	n
18161	29	cabriolé	n
18171	29	valentão	j
18181	29	nefando	j
18191	29	fremir	v
18201	29	penhora	n
18211	29	bandida	n
18221	29	goela	n
18231	29	pretório	n
18241	29	tílburi	n
18251	29	exteriorizar	v
18261	29	buço	n
18271	29	abrasado	j
18281	29	indomado	j
18291	29	semi	e
18301	29	antevisão	n
18311	29	descaído	j
18321	29	mingar	v
18331	29	malandragem	n
18341	29	deformado	j
18351	29	necrópole	n
18361	29	fornicação	n
18371	29	recém-criado	n
18381	29	malogro	n
18391	29	oposicionista	n
18401	28	verruga	n
18411	28	sonso	n
18421	28	recaída	n
18431	28	torturante	j
18441	28	jaquetão	n
18451	28	panícula	n
18461	28	entoação	n
18471	28	insuspeito	j
18481	28	diminutivo	n
18491	28	complementado	j
18501	28	tetro	j
18511	28	almeida	n
18521	28	toma	n
18531	28	incorrigível	j
18541	28	chimarrão	j
18551	28	aforismo	n
18561	28	bisonte	n
18571	28	cangalha	n
18581	28	tombado	j
18591	28	arrecada	n
18601	28	hipófise	n
18611	28	placar	n
18621	28	veiculação	n
18631	28	ardiloso	j
18641	28	civismo	n
18651	28	latino-americanas	n
18661	28	otário	n
18671	28	glicerol	n
18681	28	desatino	n
18691	28	y1	#
18701	28	sobre-humano	j
18711	27	psi	n
18721	27	plátano	n
18731	27	notado	j
18741	27	espirituoso	j
18751	27	avermelhar	v
18761	27	alfazema	n
18771	27	descabido	j
18781	27	trançado	j
18791	27	teorizar	v
18801	27	monitorização	n
18811	27	sagitário	n
18821	27	miudeza	n
18831	27	proposicional	j
18841	27	legitimação	n
18851	27	periodo	n
18861	27	troposfera	n
18871	27	grevista	n
18881	27	empedrado	n
18891	27	epigrama	n
18901	27	desancar	v
18911	27	governadora	n
18921	27	listrado	j
18931	27	inépcia	n
18941	27	jeitinho	n
18951	27	jocoso	j
18961	27	altruísmo	n
18971	27	meteórico	j
18981	27	refractário	j
18991	27	camuflado	n
19001	27	trançar	v
19011	26	cimentado	j
19021	26	vetusto	j
19031	26	diplomar	v
19041	26	vigésimo	n
19051	26	valencia	n
19061	26	inoxidável	j
19071	26	poucochinho	n
19081	26	engraxar	v
19091	26	correspondido	j
19101	26	desempregado	j
19111	26	éden	n
19121	26	novelista	n
19131	26	istmo	n
19141	26	bello	n
19151	26	sáb	n
19161	26	concedido	j
19171	26	concerteza	r
19181	26	desalmado	n
19191	26	anglo	n
19201	26	bordoada	n
19211	26	barafunda	n
19221	26	lisonjeiro	j
19231	26	feiticeira	n
19241	26	enfeitiçado	j
19251	26	avicultura	n
19261	26	remodelado	j
19271	26	granulação	n
19281	26	persuasivo	j
19291	26	cardenha	n
19301	26	crível	j
19311	26	enamorado	j
19321	26	alfabético	j
19331	26	esparso	n
19341	26	pipi	n
19351	26	pataca	n
19361	26	ultra	r
19371	26	semanticamente	r
19381	25	luterano	j
19391	25	trepador	j
19401	25	emancipar	v
19411	25	mimoso	n
19421	25	semeadura	n
19431	25	bege	j
19441	25	arrelia	n
19451	25	delineado	j
19461	25	madeireiro	n
19471	25	inaudível	j
19481	25	terceirização	n
19491	25	fan	n
19501	25	clinicamente	r
19511	25	maubere	j
19521	25	consumação	n
19531	25	prospecto	n
19541	25	achaque	n
19551	25	quentura	n
19561	25	afoitar	v
19571	25	aferição	n
19581	25	radiador	n
19591	25	distendido	j
19601	25	polpudo	j
19611	25	golfada	n
19621	25	eivado	j
19631	25	horticultura	n
19641	25	desbastar	v
19651	25	fastidioso	j
19661	25	drogar	v
19671	25	ligadura	n
19681	25	copra	n
19691	25	interdependente	j
19701	25	esférico	n
19711	25	sacrificado	j
19721	25	estremecido	j
19731	25	esguicho	n
19741	24	pilotado	j
19751	24	emulação	n
19761	24	tataravô	n
19771	24	obstinadamente	r
19781	24	administrativamente	r
19791	24	girão	n
19801	24	negociado	j
19811	24	maquinismo	n
19821	24	fotógrafa	n
19831	24	enviuvar	v
19841	24	oncologia	n
19851	24	charmoso	j
19861	24	contêiner	n
19871	24	trepidação	n
19881	24	ressuscitado	j
19891	24	tranquilizador	j
19901	24	console	n
19911	24	anticomunista	j
19921	24	anorexia	n
19931	24	cisterciense	n
19941	24	queixada	n
19951	24	lascar	v
19961	24	contraceptivo	j
19971	24	sedeiro	n
19981	24	oxidante	n
19991	24	estatuir	v
